"site","year","base_temperature","growing_degrees","units","lat","lon"
"Rotorua (Bay of Plenty)",2017,"10",1375.3,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2017,"5",3005.1,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2017,"10",894.6,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2017,"5",2069.6,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2017,"10",1436.8,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2017,"5",3038.5,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2017,"10",1199.6,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2017,"5",2708.4,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2017,"10",2095.1,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2017,"5",3880.7,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2017,"10",825,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2017,"5",2175.4,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2017,"10",651.4,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2017,"5",1855.8999999999999,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2017,"10",1328.4,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2017,"5",3061.5,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2017,"10",1770.7,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2017,"5",3548.7000000000003,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2017,"10",2327,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2017,"5",4145.1,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2017,"10",2399.2,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2017,"5",4211.7,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2016,"10",2330.7,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2016,"5",4141.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2016,"10",1445.7,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2016,"5",3033.8,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2016,"10",1212.1000000000001,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2016,"5",2712,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2016,"10",1485.6,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2016,"5",3143.7999999999997,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2016,"10",949.5,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2016,"5",2490.3,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2016,"10",1997.1,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2016,"5",3771.5,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2016,"10",722.1,"degree Celsius",-46.115,168.887
"Gore (Southland)",2016,"5",2111.6,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2016,"10",1764.8,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2016,"5",3472.8,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2016,"10",1125.8,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2016,"5",2750.6,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2016,"10",725.5,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2016,"5",2173.3,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2016,"10",2364.4,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2016,"5",4184.5,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2016,"10",723.8,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2016,"5",1901.8999999999999,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2016,"10",1451.8,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2016,"5",3079.9,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2016,"10",869.2,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2016,"5",2334.2000000000003,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2016,"10",2102.5,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2016,"5",3855.1,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2016,"10",1548.5,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2016,"5",3184.4,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2016,"10",1753.5,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2016,"5",3516.1,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2016,"10",819.3000000000001,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2016,"5",2141.7000000000003,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2016,"10",1254.4,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2016,"5",2777.3,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2016,"10",1473.1000000000001,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2016,"5",3109.5,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2016,"10",930.6,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2016,"5",2213.4,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2016,"10",1562,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2016,"5",3164.4,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2016,"10",1371.8,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2016,"5",2923.6,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2016,"10",2188.1,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2016,"5",3993.1,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2016,"10",889.9,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2016,"5",2270.7000000000003,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2016,"10",770.7,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2016,"5",2073.3,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2016,"10",1488.3,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2016,"5",3242.4,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2016,"10",1975.8,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2016,"5",3752.8,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2016,"10",2398.7,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2016,"5",4223.2,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2016,"10",2531.5,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2016,"5",4354.1,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2015,"10",2127.9,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2015,"5",3910.5,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2015,"10",1310.6,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2015,"5",2814.1,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2015,"10",1113.4,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2015,"5",2506.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2015,"10",1170.9,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2015,"5",2653.2,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2015,"10",878.6,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2015,"5",2280.9,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2015,"10",1670.8999999999999,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2015,"5",3374.2,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2015,"10",705.6,"degree Celsius",-46.115,168.887
"Gore (Southland)",2015,"5",1938,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2015,"10",1524.3999999999999,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2015,"5",3178.4,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2015,"10",985.4,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2015,"5",2519.7000000000003,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2015,"10",649.1999999999999,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2015,"5",1950.1,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2015,"10",2085.6,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2015,"5",3880.8,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2015,"10",689.6,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2015,"5",1756.8999999999999,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2015,"10",1234.9,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2015,"5",2732.6,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2015,"10",787.6,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2015,"5",2134.2,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2015,"10",1775.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2015,"5",3449.1,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2015,"10",1394,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2015,"5",2977.2,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2015,"10",1443.8,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2015,"5",3155.1000000000004,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2015,"10",769.2,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2015,"5",1958.6,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2015,"10",1234.8,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2015,"5",2704.2000000000003,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2015,"10",1289.1000000000001,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2015,"5",2831.5,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2015,"10",923.4,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2015,"5",2095.5,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2015,"10",1291.8,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2015,"5",2827.5,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2015,"10",1170.9,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2015,"5",2644.6,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2015,"10",1960.8999999999999,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2015,"5",3715.6,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2015,"10",869.4000000000001,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2015,"5",2132.3,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2015,"10",599.8000000000001,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2015,"5",1741.6000000000001,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2015,"10",1260.9,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2015,"5",2936.4,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2015,"10",1701.1000000000001,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2015,"5",3437.1,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2015,"10",2198.6,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2015,"5",4005.5,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2015,"10",2259.4,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2015,"5",4058.4,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2014,"10",2075.3,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2014,"5",3874.2,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2014,"10",1268,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2014,"5",2845.2,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2014,"10",999.1,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2014,"5",2400.8,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2014,"10",1174.7,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2014,"5",2771.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2014,"10",717.7,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2014,"5",2219.8,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2014,"10",1751.1,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2014,"5",3517.9,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2014,"10",624.3000000000001,"degree Celsius",-46.115,168.887
"Gore (Southland)",2014,"5",1966.6000000000001,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2014,"10",1481.4,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2014,"5",3163.8,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2014,"10",922.1999999999999,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2014,"5",2523,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2014,"10",572.9,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2014,"5",1965.6,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2014,"10",2030,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2014,"5",3846.1,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2014,"10",542.1,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2014,"5",1579,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2014,"10",1216.4,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2014,"5",2795.9,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2014,"10",771.1,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2014,"5",2173.3,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2014,"10",1786.7,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2014,"5",3521.7,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2014,"10",1328.9,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2014,"5",2978.2999999999997,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2014,"10",1403.1,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2014,"5",3142.4,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2014,"10",687.3000000000001,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2014,"5",1880.4,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2014,"10",1150.2,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2014,"5",2672.3,"degree Celsius",-42.11578,171.86014
"Rotorua (Bay of Plenty)",2014,"10",1220.7,"degree Celsius",-38.10595,176.31485
"Rotorua (Bay of Plenty)",2014,"5",2828,"degree Celsius",-38.10595,176.31485
"Tara Hills (Canterbury)",2014,"10",794,"degree Celsius",-44.52612,169.88948
"Tara Hills (Canterbury)",2014,"5",1951.6,"degree Celsius",-44.52612,169.88948
"Taumarunui (Manawatū-Whanganui)",2014,"10",1207.5,"degree Celsius",-38.88784,175.25981
"Taumarunui (Manawatū-Whanganui)",2014,"5",2752.5,"degree Celsius",-38.88784,175.25981
"Taupō (Waikato)",2014,"10",1103.1,"degree Celsius",-38.74263,176.08104
"Taupō (Waikato)",2014,"5",2609.5,"degree Celsius",-38.74263,176.08104
"Tauranga (Bay of Plenty)",2014,"10",2012.3999999999999,"degree Celsius",-37.673,176.196
"Tauranga (Bay of Plenty)",2014,"5",3802.7,"degree Celsius",-37.673,176.196
"Timaru (Canterbury)",2014,"10",769.7,"degree Celsius",-44.30517,171.22141
"Timaru (Canterbury)",2014,"5",2076.9,"degree Celsius",-44.30517,171.22141
"Waiouru (Manawatū-Whanganui)",2014,"10",511.4,"degree Celsius",-39.46249,175.66283
"Waiouru (Manawatū-Whanganui)",2014,"5",1694.5,"degree Celsius",-39.46249,175.66283
"Wellington (Wellington)",2014,"10",1266.7,"degree Celsius",-41.285,174.768
"Wellington (Wellington)",2014,"5",2991.8,"degree Celsius",-41.285,174.768
"Whanganui (Manawatū-Whanganui)",2014,"10",1651.3,"degree Celsius",-39.93704,175.04509
"Whanganui (Manawatū-Whanganui)",2014,"5",3408.7,"degree Celsius",-39.93704,175.04509
"Whangaparāoa (Auckland)",2014,"10",2071.7000000000003,"degree Celsius",-36.606,174.835
"Whangaparāoa (Auckland)",2014,"5",3885.6000000000004,"degree Celsius",-36.606,174.835
"Whangārei (Northland)",2014,"10",2239.1,"degree Celsius",-35.769,174.364
"Whangārei (Northland)",2014,"5",4057,"degree Celsius",-35.769,174.364
"Auckland (Auckland)",2013,"10",2228.4,"degree Celsius",-37.00813,174.78873
"Auckland (Auckland)",2013,"5",4038.3,"degree Celsius",-37.00813,174.78873
"Blenheim (Marlborough)",2013,"10",1402.7,"degree Celsius",-41.52133,173.86439
"Blenheim (Marlborough)",2013,"5",3011.8,"degree Celsius",-41.52133,173.86439
"Christchurch (Canterbury)",2013,"10",1155.8,"degree Celsius",-43.493,172.537
"Christchurch (Canterbury)",2013,"5",2643.6,"degree Celsius",-43.493,172.537
"Dannevirke (Manawatū-Whanganui)",2013,"10",1485,"degree Celsius",-40.21,176.109
"Dannevirke (Manawatū-Whanganui)",2013,"5",3165.1,"degree Celsius",-40.21,176.109
"Dunedin (Otago)",2013,"10",902.4,"degree Celsius",-45.90129,170.5147
"Dunedin (Otago)",2013,"5",2474.3,"degree Celsius",-45.90129,170.5147
"Gisborne (Gisborne)",2013,"10",1893.5,"degree Celsius",-38.6586,177.9851
"Gisborne (Gisborne)",2013,"5",3652.7,"degree Celsius",-38.6586,177.9851
"Gore (Southland)",2013,"10",778.6,"degree Celsius",-46.115,168.887
"Gore (Southland)",2013,"5",2222,"degree Celsius",-46.115,168.887
"Hamilton (Waikato)",2013,"10",1640.3,"degree Celsius",-37.86088,175.33175
"Hamilton (Waikato)",2013,"5",3338.7,"degree Celsius",-37.86088,175.33175
"Hokitika (West Coast)",2013,"10",1057.8,"degree Celsius",-42.71228,170.98428
"Hokitika (West Coast)",2013,"5",2709.9,"degree Celsius",-42.71228,170.98428
"Invercargill (Southland)",2013,"10",709.5,"degree Celsius",-46.41741,168.33052
"Invercargill (Southland)",2013,"5",2152.7999999999997,"degree Celsius",-46.41741,168.33052
"Kerikeri (Northland)",2013,"10",2092.2,"degree Celsius",-35.183,173.926
"Kerikeri (Northland)",2013,"5",3897.5,"degree Celsius",-35.183,173.926
"Lake Tekapo (Canterbury)",2013,"10",704.4,"degree Celsius",-44.002,170.441
"Lake Tekapo (Canterbury)",2013,"5",1820.6,"degree Celsius",-44.002,170.441
"Masterton (Wellington)",2013,"10",1431,"degree Celsius",-40.957,175.707
"Masterton (Wellington)",2013,"5",3055.2,"degree Celsius",-40.957,175.707
"Milford Sound (Southland)",2013,"10",879.2,"degree Celsius",-44.67384,167.92406
"Milford Sound (Southland)",2013,"5",2355.4,"degree Celsius",-44.67384,167.92406
"Napier (Hawke's Bay)",2013,"10",1911.3,"degree Celsius",-39.49846,176.91189
"Napier (Hawke's Bay)",2013,"5",3651.6,"degree Celsius",-39.49846,176.91189
"Nelson (Nelson)",2013,"10",1561.1,"degree Celsius",-41.299,173.226
"Nelson (Nelson)",2013,"5",3248.1,"degree Celsius",-41.299,173.226
"New Plymouth (Taranaki)",2013,"10",1592.2,"degree Celsius",-39.0079,174.18382
"New Plymouth (Taranaki)",2013,"5",3353.9,"degree Celsius",-39.0079,174.18382
"Queenstown (Otago)",2013,"10",844.7,"degree Celsius",-45.01758,168.74005
"Queenstown (Otago)",2013,"5",2104.8,"degree Celsius",-45.01758,168.74005
"Reefton (West Coast)",2013,"10",1235.9,"degree Celsius",-42.11578,171.86014
"Reefton (West Coast)",2013,"5",2812.2000000000003,"degree Celsius",-42.11578,171.86014
